SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
3, 10.2800, 514, -0.41750941, -0.91919142, -0.01460837, 16.10992432, 45.70936584, -115.94998932, -12.00288773, -30.57418060, 2.67404103, 17.16500282, -16.14179420, -56.48205566, 0.87238592, -0.06447715, 0.19221598, 0.44479054, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.3000, 515, -0.37842363, -0.90185833, 0.03860793, 15.37390518, 65.79770660, -110.74282074, -10.96346569, -32.12341690, 3.07101321, 17.00572395, -13.97639084, -55.01227188, 0.87900400, -0.07459830, 0.17450619, 0.43741816, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3000, 515, 0.06307600, -0.99783462, -0.22535457, -5.62171078, 29.64055824, 8.83842278, -32.85360718, -58.14651871, -6.80677938, 75.56864166, -0.24065569, -139.88027954, -0.27229050, 0.20859466, -0.57608956, -0.74193466, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.3200, 516, -0.29458898, -0.89258802, 0.08936825, 14.38314056, 77.25173187, -104.84943390, -9.98343945, -33.38862610, 2.83944726, 16.79633713, -11.92944622, -53.35011292, 0.88601285, -0.08364932, 0.15707214, 0.42814988, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3200, 516, 0.04986557, -0.99544126, -0.17866921, -2.99850631, 26.98932266, 8.95544720, -32.52665710, -59.01082230, -6.66090202, 75.55282593, -0.31167340, -139.31898499, -0.27630609, 0.21091622, -0.57512814, -0.74053836, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3400, 517, 0.04886643, -0.98108697, -0.13786948, -3.14050674, 20.52624130, 8.77428246, -33.06166458, -57.94485092, -7.97379732, 75.50434875, -0.40988493, -138.90354919, -0.27956969, 0.21224673, -0.57428306, -0.73958850, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.3400, 517, -0.13818280, -0.92998707, 0.01273286, 14.17534065, 71.92839050, -94.10684967, -10.16162491, -33.80175400, 1.84701049, 16.68254852, -10.09827614, -51.85760880, 0.89195430, -0.09188414, 0.14149928, 0.41946721, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3600, 518, 0.11855697, -0.98429018, -0.18894534, -6.01683855, 2.50754118, 6.54531288, -32.67527008, -58.26175690, -7.56534576, 75.40129089, -0.54476380, -138.84968567, -0.28078082, 0.21139190, -0.57384247, -0.73971647, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.3600, 518, -0.04903117, -0.95603561, 0.04577978, 12.22345257, 42.08900452, -78.27518463, -9.18159866, -34.60219193, 1.18538606, 16.73603439, -8.55398083, -51.00895691, 0.89512950, -0.09921309, 0.12908244, 0.41501534, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.3800, 519, 0.10590599, -1.00597513, -0.17262197, -4.55293083, -12.25008774, 7.66681671, -33.32916641, -58.43461990, -7.50699329, 75.34591675, -0.72176194, -139.07546997, -0.28030634, 0.20897855, -0.57432264, -0.74020940, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.3800, 519, 0.02966726, -0.99207163, 0.04057634, 5.59169388, 0.30258358, -61.39741898, -8.55794525, -34.73129654, 1.68160439, 16.89188194, -7.35251141, -51.02496719, 0.89492315, -0.10496481, 0.12036955, 0.41666061, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.4000, 520, 0.01133425, -0.99689406, 0.08762638, -1.19348979, -49.26647186, -41.81730652, -7.99368715, -35.84158325, 1.94625247, 17.14710236, -6.50038338, -52.05692673, 0.89081466, -0.10914202, 0.11568965, 0.42562094, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4000, 520, 0.14852460, -0.99092931, -0.20489642, -5.80806923, -26.83942223, 6.71134758, -33.29944611, -57.54150772, -7.24441099, 75.25406647, -0.97704643, -139.58493042, -0.27844992, 0.20454177, -0.57525152, -0.74142706, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4200, 521, 0.07077474, -1.00908923, -0.13062842, -4.73103476, -33.82115936, 5.26126957, -33.24000168, -58.11771011, -6.48585272, 75.20763397, -1.19705415, -140.22433472, -0.27548680, 0.19978356, -0.57658976, -0.74279064, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.4200, 521, -0.14813542, -0.97564679, 0.15946166, -12.01166248, -85.27189636, -23.54458046, -7.39973068, -35.53173447, 2.97177124, 17.32428932, -5.99843216, -53.79470062, 0.88400340, -0.11073044, 0.11417028, 0.43959290, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.4400, 522, -0.29928443, -0.95650709, 0.21879098, -13.99262333, -86.86510468, -12.57322788, -7.60761499, -36.43545532, 3.20333719, 17.44300652, -5.69400072, -55.52889633, 0.87706751, -0.11113864, 0.11399105, 0.45321846, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4400, 522, 0.05193855, -1.03958535, -0.09996092, -5.73004770, -26.08269882, 2.57955074, -33.53722763, -58.17532730, -7.04018927, 75.10710907, -1.36034346, -140.70471191, -0.27335733, 0.19605865, -0.57713997, -0.74414128, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4600, 523, -0.05110142, -1.01543939, -0.11290900, -6.55003452, -9.18790531, 0.47873226, -33.53722763, -57.74317551, -6.71925449, 74.97705841, -1.41565514, -140.85630798, -0.27286929, 0.19462366, -0.57667851, -0.74505430, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.4600, 523, -0.33384615, -0.89542383, 0.22018284, -10.32898426, -64.48535919, -11.93125916, -6.36030865, -35.71247864, 3.76571965, 17.56076813, -5.43351364, -56.79890442, 0.87180847, -0.11184659, 0.11372559, 0.46314895, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.4800, 524, -0.29666591, -0.90483010, 0.18230270, -4.56156778, -43.01227570, -9.90363503, -6.80577612, -35.58337402, 3.86496162, 17.66206169, -5.21244383, -57.64813995, 0.86818856, -0.11269838, 0.11330470, 0.46979758, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.4800, 524, -0.06395405, -0.98687589, -0.14699951, -9.37659073, 8.03870487, -2.93102503, -33.59667206, -57.94485092, -6.74843454, 74.81291962, -1.37026703, -140.68788147, -0.27401853, 0.19537568, -0.57522148, -0.74556184, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.5000, 525, -0.21763690, -0.95245993, 0.10741311, -4.49468660, -32.75547791, -4.90056515, -6.47909927, -35.32516861, 3.79879737, 17.71884918, -5.07887983, -58.29515839, 0.86542434, -0.11305314, 0.11317355, 0.47481740, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5000, 525, -0.10309567, -0.96913916, -0.19554007, -12.11577320, 19.63917732, -5.93774891, -33.41833115, -57.91603851, -6.74843454, 74.54766083, -1.20130181, -140.31512451, -0.27606273, 0.19771238, -0.57246882, -0.74631011, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.5200, 526, -0.09524500, -0.99691015, 0.01881875, -8.99356651, -18.25657463, -0.46120435, -6.50879765, -36.12560654, 4.16269159, 17.61237717, -5.05532217, -58.67905045, 0.86392552, -0.11197134, 0.11293150, 0.47785103, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5200, 526, -0.06777369, -0.95686388, -0.28402641, -15.10639858, 20.31350899, -5.49709797, -32.97249222, -58.14651871, -7.30276346, 74.20064545, -1.06190455, -139.93621826, -0.27844602, 0.19967379, -0.56922656, -0.74738169, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5400, 527, 0.05719980, -0.93846369, -0.33397868, -15.24667072, 8.80789280, -2.93876195, -32.88332748, -58.54985809, -7.41946840, 73.89152527, -1.01020682, -139.79289246, -0.27966663, 0.19997065, -0.56683749, -0.74866122, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.5400, 527, -0.00086078, -1.01111937, -0.07828280, -14.61777687, -23.86415100, 2.26959777, -6.12272739, -36.87440491, 3.69955540, 17.42321396, -5.07854557, -59.21271896, 0.86188096, -0.10992157, 0.11282948, 0.48202485, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5600, 528, 0.10413126, -0.95552504, -0.33603364, -11.14394474, -12.55633640, -1.13508928, -33.44805908, -57.74317551, -8.00297737, 73.67726135, -1.07599103, -140.05609131, -0.27863935, 0.19771524, -0.56604719, -0.75023955, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.5600, 528, -0.00146726, -1.01514232, -0.12185997, -17.42645264, -37.41517258, 5.27882767, -6.41970396, -35.94486237, 4.19577360, 17.20536995, -5.11004972, -60.01831436, 0.85868704, -0.10735606, 0.11290564, 0.48824552, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.5800, 529, -0.11470465, -1.00763083, -0.13347410, -19.33162117, -36.08010483, 8.41984653, -6.50879765, -36.28052902, 4.16269159, 16.97566605, -5.25405312, -60.77624512, 0.85569614, -0.10425663, 0.11368975, 0.49395284, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.5800, 529, -0.01103603, -0.96121949, -0.28208423, -6.66226864, -24.23335075, 0.29824823, -33.03194046, -58.34819031, -7.15688610, 73.53617096, -1.22325051, -140.52459717, -0.27653059, 0.19408838, -0.56626564, -0.75180036, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6000, 530, -0.02680361, -0.97144663, -0.24446246, -5.62087250, -25.59473991, 0.13515653, -33.71556091, -58.31937790, -7.62369776, 73.43253326, -1.35638416, -141.02062988, -0.27409813, 0.19050762, -0.56672257, -0.75326133, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.6000, 530, -0.23050697, -0.96799660, -0.10655483, -14.28668499, -20.33250809, 13.32744789, -6.27121449, -35.97068405, 3.73263764, 16.73962593, -5.53381872, -61.18433762, 0.85422659, -0.10084963, 0.11510473, 0.49686754, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6200, 531, -0.10866606, -0.96726894, -0.25508493, -5.28220892, -29.27181053, -2.38456392, -33.71556091, -57.54150772, -7.71122265, 73.33037567, -1.48830700, -141.60525513, -0.27106419, 0.18649806, -0.56730980, -0.75491887, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.6200, 531, -0.28482109, -0.94344455, -0.09156016, -7.75699711, -6.53319931, 20.20354652, -6.77607727, -36.28052902, 3.23641920, 16.60622978, -5.94167852, -61.33949661, 0.85377985, -0.09788361, 0.11767372, 0.49762607, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6400, 532, 0.00580950, -0.93506598, -0.19244702, -7.10902882, -30.92202187, -5.41597509, -33.06166458, -58.37699890, -7.41946840, 73.18998718, -1.53949869, -142.21342468, -0.26752877, 0.18281677, -0.56747735, -0.75695175, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.6400, 532, -0.32136217, -0.90023601, -0.00794647, -5.43570518, -4.38212919, 30.17487907, -6.15242434, -35.01531982, 3.96420360, 16.50781441, -6.55346680, -61.45548248, 0.85350299, -0.09430003, 0.12185825, 0.49778596, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6600, 533, -0.00700737, -1.00204873, -0.14705822, -5.97070122, -22.36977196, -9.55125713, -33.95333862, -58.86677170, -6.80677938, 73.05618286, -1.46812761, -142.68621826, -0.26426488, 0.18064074, -0.56718576, -0.75883687, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.6600, 533, -0.42999175, -0.88120204, 0.03309813, -1.43787444, -9.32681751, 42.84646988, -7.25124168, -35.66083527, 3.36874318, 16.49796867, -7.47254801, -61.64601517, 0.85285383, -0.08990414, 0.12873954, 0.49797982, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.6800, 534, 0.07873140, -1.02860296, -0.12949032, -5.68662453, -13.98892593, -17.67656517, -33.68584061, -57.36864853, -6.36915541, 72.93881989, -1.15792608, -143.03089905, -0.26064625, 0.18073572, -0.56627554, -0.76074320, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.6800, 534, -0.49446633, -0.90330476, 0.02561983, 3.48275375, -5.19687557, 58.45531464, -7.75610399, -35.11860657, 3.40182543, 16.56438255, -8.66611862, -61.75182343, 0.85248703, -0.08491227, 0.13788189, 0.49703553, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7000, 535, -0.03650958, -0.98475116, -0.15321167, -3.18934035, -3.87989450, -24.84499741, -33.65611267, -58.23294830, -6.98183680, 72.80938721, -0.69091785, -143.21200562, -0.25735986, 0.18266590, -0.56468391, -0.76258194, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.7000, 535, -0.40386304, -0.87609601, 0.01291569, 8.25640202, -1.44602942, 75.53972626, -8.35006046, -34.29234314, 4.12960958, 16.68499565, -10.21633625, -61.77009964, 0.85237670, -0.07880138, 0.14978370, 0.49478197, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7200, 536, 0.06203885, -0.98902720, -0.19933350, -4.59507847, 9.23940468, -32.91815186, -32.73471451, -58.00246811, -6.95265675, 72.65661621, -0.03050364, -143.16998291, -0.25464833, 0.18693800, -0.56214339, -0.76433188, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.7200, 536, -0.38338089, -0.77614915, 0.06738653, 11.47773647, 8.06409550, 88.05684662, -9.47857666, -34.24070358, 4.29501581, 16.80867195, -12.00356579, -61.61871719, 0.85282314, -0.07186499, 0.16328843, 0.49078000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7400, 537, -0.00193505, -0.97714633, -0.16295789, -3.15507317, 19.83149719, -36.45442200, -32.34832001, -58.57867050, -7.47782087, 72.50597382, 0.76402718, -142.96130371, -0.25239319, 0.19292225, -0.55900902, -0.76589024, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.7400, 537, -0.30181322, -0.82182890, 0.04251704, 15.39767265, 7.27631617, 100.78331757, -9.86464691, -33.44026566, 3.53414941, 16.96887207, -14.04582024, -61.45442200, 0.85304070, -0.06408754, 0.17877147, 0.48606101, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7600, 538, 0.17122510, -1.00159860, -0.13290885, -4.57215738, 21.87676811, -38.56157303, -32.28887558, -58.37699890, -7.39028835, 72.33053589, 1.60690200, -142.73052979, -0.25009951, 0.19927089, -0.55550694, -0.76756340, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.7600, 538, -0.20186470, -0.89290696, 0.06035721, 2.36712098, 14.62653542, 111.61679840, -11.52772236, -32.25251770, 4.06344986, 16.86872482, -16.28504372, -61.24609375, 0.85323119, -0.05358071, 0.19452658, 0.48092121, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.7800, 539, -0.13890937, -0.94099325, -0.08164161, 9.81632137, -28.35116577, 125.69927216, -12.47805405, -31.03894997, 4.03036785, 17.24378395, -18.80222702, -61.90854263, 0.84909421, -0.04376779, 0.21457084, 0.48071083, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.7800, 539, 0.09503898, -0.96531212, -0.23782584, -1.48969495, 14.22156429, -37.20576477, -31.72414780, -58.43461990, -7.33194351, 72.21242523, 2.38095713, -142.66876221, -0.24691765, 0.20445935, -0.55279624, -0.76918429, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.8000, 540, 0.26223043, -0.94521594, -0.33860090, -2.95941067, -8.00589752, -35.42708588, -31.51609039, -58.98200989, -7.24441099, 72.05753326, 3.00229478, -143.01692200, -0.24179703, 0.20658189, -0.55091220, -0.77159184, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.8000, 540, -0.15447149, -0.99013352, 0.00017966, 1.22468376, -42.98485184, 130.77767944, -13.39868355, -30.70328331, 4.72507000, 17.63782120, -21.37839317, -62.92996216, 0.84309304, -0.03282735, 0.23497435, 0.48260069, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.8200, 541, -0.31780261, -0.92171836, -0.01588156, 9.08847523, -67.58988953, 135.76786804, -14.79447937, -29.25732803, 4.85739851, 18.51831627, -24.05401611, -64.50567627, 0.83425289, -0.02333619, 0.25790569, 0.48678762, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.8200, 541, 0.13381213, -0.95959437, -0.21995878, 2.60264921, -16.79891396, -30.26264954, -31.24858665, -59.12606049, -7.39028835, 72.00354004, 3.49529052, -143.50289917, -0.23618722, 0.20741291, -0.55026174, -0.77356821, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.8400, 542, 0.17342812, -0.99304998, -0.22285950, 1.33595288, -19.07619476, -28.49929619, -30.80274773, -59.87512207, -7.79874754, 71.93610382, 3.94838595, -144.01065063, -0.23063813, 0.20785438, -0.54965961, -0.77554953, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.8400, 542, -0.37997976, -0.84714091, -0.01365034, 20.47251892, -73.93661499, 145.22082520, -16.01208687, -27.42406654, 6.11448288, 19.74699402, -26.89719772, -66.24895477, 0.82424951, -0.01445928, 0.28302535, 0.49020445, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.8600, 543, -0.50437164, -0.82963002, -0.08281683, 20.95529175, -50.42695618, 149.46949768, -16.21997261, -26.28796196, 6.34604883, 20.78057289, -29.81418228, -67.54062653, 0.81591320, -0.00422356, 0.30721769, 0.48978078, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.8800, 544, -0.74358392, -0.84094870, -0.00605957, 22.83164787, -3.50222778, 144.76084900, -16.99211311, -24.79036713, 6.90843153, 21.27000427, -32.70335007, -67.79302979, 0.81176764, 0.00732158, 0.32843113, 0.48281771, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.8600, 543, 0.11414158, -0.93048936, -0.28910434, 7.15113497, -16.89377785, -28.03977776, -31.01080513, -59.29892349, -7.88627243, 71.97767639, 4.42354631, -144.48934937, -0.22496533, 0.20880489, -0.54969758, -0.77693236, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.8800, 544, 0.05891601, -0.92961264, -0.29261804, 8.24310970, -17.08216286, -26.65238190, -30.59469032, -59.21249008, -7.27359104, 72.02851868, 4.84707355, -144.96530151, -0.21953773, 0.20944047, -0.54992223, -0.77815402, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.9000, 545, -0.83782339, -0.83037430, 0.04488705, 20.37537193, 40.08173752, 132.89562988, -18.20972633, -23.39605522, 7.07383347, 21.06933022, -35.43250656, -67.09265137, 0.81127691, 0.02017532, 0.34558594, 0.47116154, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.9000, 545, 0.00560248, -0.95936280, -0.31997290, 8.70683861, -16.16837692, -24.95074272, -30.50552177, -59.84631348, -7.74039507, 72.09927368, 5.26038122, -145.40879822, -0.21433353, 0.21019794, -0.55025411, -0.77916521, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.9200, 546, -0.68524808, -0.73169404, -0.02645143, 17.65111351, 18.96320343, 127.95664978, -18.77398300, -21.84681892, 6.14756060, 21.20204544, -38.02333069, -66.92517853, 0.80832255, 0.03145252, 0.36303172, 0.46242112, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.9200, 546, 0.19442050, -0.99477023, -0.20121284, 12.19585133, -11.34593391, -23.01750946, -30.08940506, -59.64464188, -7.50699329, 72.25019836, 5.69239950, -145.75885010, -0.20951298, 0.21167068, -0.55092329, -0.77960461, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.9400, 547, 0.24648155, -0.97618634, -0.20777629, 14.72658825, -11.38687897, -21.48209381, -30.05968475, -60.24965286, -7.59451818, 72.45984650, 6.07719469, -146.09703064, -0.20489022, 0.21298054, -0.55208594, -0.77965403, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.9400, 547, -0.51015753, -0.62186033, 0.08728669, 29.65184593, -12.07026863, 125.63027954, -19.99159050, -22.46651268, 6.44529104, 22.14560318, -40.51868820, -67.53038025, 0.80233598, 0.03908776, 0.38264242, 0.45641437, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.9600, 548, -0.48054549, -0.61897200, 0.23469587, 31.32904816, -26.63207245, 121.92471313, -20.40736008, -19.75535011, 6.87534952, 23.45337677, -42.88082123, -68.57878876, 0.79483134, 0.04533355, 0.40227926, 0.45206133, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.9600, 548, 0.14556029, -0.96830297, -0.17101642, 13.23709965, -14.08343410, -17.73828506, -30.35691071, -60.33608246, -6.69008207, 72.62819672, 6.37417459, -146.47499084, -0.20050709, 0.21342808, -0.55325007, -0.77984607, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 10.9800, 549, 0.16547710, -0.98187774, -0.19379380, 5.28298664, -16.72927666, -16.04519081, -29.88134766, -60.22084427, -6.51503229, 72.65023041, 6.61763096, -146.86795044, -0.19655895, 0.21318527, -0.55357313, -0.78068781, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 10.9800, 549, -0.63122785, -0.67431241, 0.35163546, 32.28609467, -45.19259644, 113.53964996, -21.03101540, -17.71552467, 6.84226751, 25.21890640, -45.01269531, -70.16541290, 0.78579241, 0.04966527, 0.42160308, 0.44979388, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 11.0000, 550, -0.80872828, -0.67440027, 0.23734231, 33.94447327, -33.96783829, 103.30933380, -20.70433807, -16.86344528, 7.60313368, 26.89199638, -46.95885086, -71.52110291, 0.77801979, 0.05338742, 0.43908057, 0.44614276, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 11.0000, 550, 0.19377522, -0.99365199, -0.07089322, 2.09898233, -6.65044975, -12.56301117, -29.37606621, -60.59537125, -5.98986816, 72.62509155, 6.83267355, -147.05853271, -0.19421783, 0.21365061, -0.55326509, -0.78136462, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 11.0200, 551, 0.21026738, -0.99769855, -0.19403791, -2.52095366, -3.65322971, -13.09638596, -29.73273468, -60.24965286, -5.81481886, 72.53538513, 7.08456707, -147.19519043, -0.19217709, 0.21451406, -0.55233216, -0.78229213, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 11.0200, 551, -0.91536850, -0.64658314, 0.21151470, 48.40168762, -33.90302277, 100.55060577, -21.29829407, -15.36584949, 7.90086365, 28.94304276, -48.83510971, -72.96797180, 0.77030504, 0.05504515, 0.45712334, 0.44117862, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 11.0400, 552, -0.96298420, -0.62132680, 0.27887428, 40.33475113, -15.42085838, 88.48614502, -21.83285332, -13.89407730, 8.79405403, 30.37684059, -50.51621246, -73.86927795, 0.76482719, 0.05805098, 0.47153583, 0.43511310, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 11.0400, 552, 0.22814792, -0.98278546, -0.22535568, -1.92869246, -5.37498236, -11.09889889, -29.91107178, -60.76823425, -6.31080294, 72.45291901, 7.25995493, -147.35241699, -0.19036917, 0.21478507, -0.55166209, -0.78313226, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 11.0600, 553, 0.24382517, -0.93983203, -0.20383568, -0.83220023, -4.80048561, -5.83829546, -29.46523285, -60.59537125, -5.96069574, 72.40200043, 7.34167194, -147.47561646, -0.18920863, 0.21465148, -0.55135792, -0.78366405, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
3, 11.0600, 553, -0.85878295, -0.63896090, 0.24624513, 30.13292885, 4.62763453, 71.50131226, -21.98134422, -13.01617718, 7.76853991, 31.19279099, -51.93168259, -74.22711945, 0.76157504, 0.06170376, 0.48214456, 0.42864069, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 11.0800, 554, 0.27590400, -0.94959092, -0.21178630, -2.54595208, -1.19924498, -0.70869029, -28.98967171, -60.62418365, -6.25245047, 72.33251190, 7.66829252, -147.51657104, -0.18740480, 0.21651340, -0.55021137, -0.78439075, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000
